46.1	50.8	1.81
47.9	53.6	-0.18
44.5	46.5	0.00
64.2	53.4	-2.64
31.9	31.5	-3.23
68.4	35.9	1.29
60.7	54.6	0.53
39.7	40.7	-1.00
43.7	42.0	-3.10
47.1	36.9	1.78
27.9	25.1	3.81
65.7	63.5	0.49
41.1	53.5	-0.10
29.5	43.2	-3.62
46.3	54.2	-0.15
43.4	53.8	-0.97
59.0	45.4	-3.20
33.2	40.3	-0.84
42.9	51.7	-2.11
43.8	38.0	0.43
47.9	40.5	-3.26
38.0	44.5	1.28
37.7	36.0	2.07
67.1	48.1	-0.02
36.4	37.9	-0.60
52.6	47.7	0.17
33.2	33.9	3.36
55.8	60.4	0.42
36.8	50.0	3.50
35.3	34.3	4.07
